id,strate,split,source,declencheur,contexte,texte,annotation,motif,doute,note
pres-065,preselection,test,post,immigration,Référendum sur l’Union européenne : les Islandais rejettent la reprise des négociations d’adhésion,"La France est morte elle n’existe plus nous sommes dirrigés par des serviteurs de l’europe qui sont là pour vassaliser notre pays... nos présidents ont fermés des milliers de lits d'hôpitaux, de maternités, plus de médecins, d'ophtalmologie, l'école est une catastrophe nos enfants ne savent plus écrire et parler correctement, le système judiciaire est à bout et travail avec un manque d'effectifs hallucinant et dans des conditions de travail indigne, il n’y a pas plus de juges en France qu’en 1850 alors qu’il y a plus de 30 000 plaintes par jours de tout ordre . Les gendarmeries n'arrivent plus à payer le loyer aux mairies leurs véhicules ont 500 000 km, nos usines, nos plus belles entreprises ont étés bradées aux américains y compris celles classées secrets défenses. ET POURTANT!
Jamais les français n'ont autant payés taxes impôts taxes sur les taxes, tout est taxé, même la mort..... l’europe est la pour détruire. Tout nos politiciens sont du même bord, le bord d’en profiter, ils sont là pour eux, gavés par l Europe gavés par la France, nourris logés voitures chauffeurs, retraites pharaoniques, argent liquide, ces g’gens la ne paient rien, il sont engraissés, de pères en fils et familles. L'emblème des politiciens aujourd'hui c’est Gérard Larcher 1000€ de repas par jour gavé comme une oie de grands crus pâtisseries de mets exceptionnels il est gras comme un porc et en plus ils ont le droit d'inviter des amis. Une chaise pour ce gros porc à 35 SMIC c’est ça la France les avantages les magouilles, 65% des membres de la macronnie ont des problèmes judiciaire viols détournement escroqueries fraudes aux impôts etc. Aujourd'hui le robinet de l'immigration est grand ouvert et dans nos écoles on ne parle plus la ́langue de Molière. Les enfants ne savent plus lire plus compter. Les Français sont devenus pauvres tristes et ne mangent même plus à leurs faims à par de la bouffe industriels qui fait des obèses à chaques coins de rues et des cancers comme s'il en pleuvait à force de manger une bouffe industriels immonde qui enrichie encore plus les mêmes dizaines de milliardaires qui sont de plus en plus riches...
Les racailles sont mieux traités que nos agriculteurs ou que les francais travailleurs des gilets jaunes. La drogue des dealers est partout et jusqu'aux écoles primaires.
La belle France est morte....L’europe nous a assassinée spoliés ruinés mentalement physiquement intellectuellement. Nous n’existont plus. Nous sommes les fourmis sans âmes d’une europe oligarchique qui nous dévore.... Frexit vite...",acceptable,,non,
pres-066,preselection,dev,post,arabes,"La Mairie s’est opposée à l’installation du cirque sur un terrain des Servantes de Marie d’Anglet, au bord du BAB. La congrégation a déposé plainte contre Zavatta. Ce dernier a finalement obtenu une solution de l’État, sur le parking de la base navale de l’Adour","Quelle hypocrisie ces gens-là vont toujours en vacances dans les pays arabes ? Et toute la journée monte sur le dos de dromadaire. En vacances. Mets dès le retour en France. Il dénigre les cirques avec animaux. C'est une belle hypocrisie, c'est encore du business. Ouvrez les yeux. C'est à tissu de mensonges, c'est juste pour récupérer les donniers et les mettre dans leurs poches. Le jour ou que les français ouvreront les yeux, ces gens-là ne pourront plus se cacher",acceptable,,non,
pres-067,preselection,test,article,clandestin,Île de Ré : victime d’un coup de boule après avoir agressé sexuellement un jeune jardinier qu’il avait recruté,Retour au Tchad pour ce clandestin au passé déjà chargé. La France n'a pas à accueillir  tous les malades mentaux de la planète.,acceptable,,non,
pres-068,preselection,test,post,sionistes,Cisjordanie : des dizaines de colons israéliens attaquent un village palestinien,"Pascal Grassy 
La Nakba de 1948 que c'est-il passé !!!????
Les colons d'origine européenne Khazars sionistes n'ont rien à faire en Palestine !!! STOP GÉNOCIDE QUI DURENT DEPUIS 1948 !!!
FREE PALESTINE 🇵🇸!!",rejete,provocation_haine,oui,"mythe khazar, cadrage 1948"
pres-069,preselection,dev,article,etrangers,"Budget 2027 : le RSA et le minimum vieillesse seront indexés sur l’inflation, confirme Jean-Pierre Farandou","On a bien compris que le gouvernement socialiste ne prendra pas de mesures pour faire des économies sur le social et que les retraités des classes moyennes seront la cible comme toujours. Nous continuerons de financer l'aide sociale aux étrangers, de financer les études des étudianrs étrangers, que d'ailleurs ils ne suivent pas toujours, mais il n'y a pas de contrôle... et l'AME on en parle , non c'est inutile..le laxisme continuera et les dépenses aussi.",acceptable,,non,
pres-070,preselection,dev,post,attentat,"Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris",Pourrait on dire … attentat ???????,acceptable,,non,
pres-071,preselection,test,article,etranger,"« Quand chaque minute compte, c’est une perte de chance » : l’hélicoptère du Samu 33 cloué au sol, « une mise en danger des patients de la région », selon un syndicat","1 milliard d'euros de budget, le CHU d'une métropole régionale... et un vieil hélicoptère (un seul !) loué auprès d'un prestataire étranger... mais où va l'argent ?",acceptable,,non,
pres-072,preselection,dev,article,etranger,Girondins de Bordeaux : le tribunal de commerce homologue le plan de conciliation et « demande au Comité exécutif de la FFF de réétudier » un maintien en N1,"A tout ceux qui pense qu'un dépôt de bilan serait une catastrophe, ce n'est pas vrai. Je cite souvent dans mes post l'exemple de Strasbourg où Marc Keller, figure du club, à repris le club pour 1 € et son frère le  centre de formation. Il ne sont pas aller chercher des fond à l'étranger pas des investisseurs alsaciens, des annonceur alsaciens. Ils est reparti sur une base local avec de jeunes joueurs et des joueurs sans contrat, des joueurs qui avaient tout à gagner. 
Et 25 000 spectateurs de moyenne en CFA 2 à l'époque. ..........Tant que Bordeaux voudra vivre avec son passé, le club ne construit pas l'avenir. La saison redémarre, le club n'est pas prêt, la saison est foutue. Et ça fait 5 ans que ça dure",acceptable,,non,
pres-073,preselection,dev,post,trans,"« Je ne vois comment ça pourrait trouver un début de réalisation ». La levée des couleurs dans les écoles voulue par Éric Ciotti ne pourra pas se faire, prévient Édouard Geffray","On trouve le moyen de bourrer le crâne de nos gamins avec leurs folies idéologiques sur la trans identité, le vivre ensemble et j'en passe 
Mais on a pas 5 minutes pour éduquer à nos enfants la grandeur ( passée) de notre pays la signification du drapeau de ses couleurs et de son hymne .
Republique de malades mentaux",acceptable,,oui,
pres-074,preselection,dev,article,etranger,Vidéo. Présidentielle 2027 : la CFDT propose de taxer les héritages dès le premier euro et en appelle au courage des politiques,"Et bien c’est très simple, je mettrai plus sur l’assurance vie. Et si celle-ci venait à être à son tour taxée, mes économies iront à l’étranger.",acceptable,,non,
pres-075,preselection,dev,article,islamiste,"Présidentielle 2027 : « Ah oui ça m’inquiète pour l’économie française », le PDG de TotalEnergies estime que Marine Le Pen et Jean-Luc Mélenchon feraient « courir un risque à la France »","""bien sur maintenant quand on parle d'extrême il est obligatoire d'y joindre Mélanchon "" ////////Vous oubliez ""Collabo islamiste""! :-))",acceptable,,non,
pres-076,preselection,dev,article,migrants,Rochefort : la rentrée se fera sans l’école Champlain définitivement fermée,Vous aurez 10000 hbts de plus mais surtout des spéculateurs et promoteurs immobiliers dont raffole le maire pour faire venir du retraité aisé Parisien et Bordelais en tète. L'agglo de La Rochelle est saturée et ils ciblent Rochefort ou les prix flambent ... Vous n'êtes pas prêt de rouvrir ces écoles qui vont etre transformées majoritairement en résidences privés pour les vieux boomers... Pas de gentils familles avec des triplés (hors quelques familles de migrants parachutés par le ministère...),acceptable,,non,
pres-077,preselection,test,article,musulmans,Présidentielle 2027 : Bruno Retailleau accuse LFI d’être un « parti de collabos » avec l’islamisme,"C'est tellement evident ce que dit Retailleau !_Tout cela est très bien mis en évidence dans le livre de Youssef souleimane ""les complices du mal""_Les accointances de lfi et les frères musulmans sont avérées. _Et comme l'a très bien dit le sénateur Claude Malhuret ""pauvre extrême gauche dont le bilan se resumera en définitive à une seule chose, un siècle à bouffer du curé pour finir par lecher les bottes des mollahs """,acceptable,,non,
pres-078,preselection,dev,article,terroristes,« Nous ne sommes pas un couple » : Jordan Bardella clarifie sa relation avec Marine Le Pen,"Le RN est un parti de riche pour les riches qui utilisent les plus pauvres comme pion comme dans une secte, les adeptes du RN sont lobotomiser et se font avoir, y a des fois j'ai juste envie que le RN arrive au pouvoir pour voir ces même sympathisants pleurer de désillusion comme en Italie, au US, en Hongrie ou au Brésil. Mais j'aime trop ma France pour la voir tomber en ruine par les fascistes du RN pote des Russes qui eux même sont potes des terroristes islamiques !!!",acceptable,,non,
pres-079,preselection,dev,article,migrants,"Afflux de migrants à Ceuta : l’Espagne « continue à enquêter » sur les causes, la Russie, Israël et l’ultra-droite pointés du doigt","Acteurs suspectés de désinformation : Des experts et observateurs en cyber-renseignement (comme Chema Gil ou des collectifs indépendants) étudient l'intervention de botnets attribués à des officines de propagande russes et de réseaux pro-israéliens visant à amplifier artificiellement le chaos et à fracturer l'opinion publique européenne.
Tensions politiques internes : Le ministre espagnol de l'Intérieur, Fernando Grande-Marlaska, accuse publiquement l'extrême droite (Vox) et une partie de la droite d'avoir exploité ces fausses informations pour inciter les habitants à « traquer » les migrants, provoquant l'incendie de camps de fortune et de violentes émeutes urbaines.
Techniques d'investigation : Les services de police et les chercheurs croisent l'analyse des algorithmes (fréquence et détection de bots), le traçage des identifiants Telegram (Telegram ID) et la recherche d'empreintes numériques (OSINT) pour identifier les comptes à l'origine de cet appel massif au franchissement de la frontière.",acceptable,,non,
pres-080,preselection,test,post,juifs,Israélien : un ministre vante la dégradation des conditions de détention des Palestiniens,Que faut il s'attendre de ces sales bâtards de juifs sionistes nazis fachiste et génocidaire,rejete,injure_raciale,non,
adv-illicite-01,adverse,test,adverse,,,"Faut sortir les fusils et nettoyer les quartiers, ces gens-là ne
comprennent que ça.",rejete,provocation_haine,non,"Appel explicite a la violence, cible = personnes a raison de leur origine."
adv-illicite-02,adverse,dev,adverse,,Un maire annonce l'ouverture d'un centre d'accueil pour demandeurs d'asile,"Le centre ouvre en mars ? On sait tous ce qu'il faut faire avant,
et ça brûle très bien un bâtiment vide.",rejete,provocation_haine,non,Appel voile mais sans ambiguite : « on sait ce qu'il faut faire » suivi d'une menace d'incendie.
adv-illicite-03,adverse,dev,adverse,,,"Aux patrons qui lisent : n'embauchez jamais de musulmans, refusez
leurs CV directement, c'est du bon sens.",rejete,provocation_haine,non,"Appel a la discrimination, cible = personnes a raison de leur religion."
adv-illicite-04,adverse,test,adverse,,,"Ces pédés qui défilent, il faudrait leur casser la gueule une
bonne fois, ça leur passerait l'envie.",rejete,provocation_haine,non,"Appel a la violence, cible = orientation sexuelle."
adv-illicite-05,adverse,dev,adverse,,,"Six millions, le chiffre a été inventé de toutes pièces à
Nuremberg. Aucune expertise sérieuse ne l'a jamais confirmé.",rejete,contestation_crimes_humanite,non,"Negation de la Shoah, crime juge a Nuremberg."
adv-illicite-06,adverse,test,adverse,,,"Les camps c'était des centres de travail, il y a eu des morts
comme partout en temps de guerre. On en fait toute une histoire.",rejete,contestation_crimes_humanite,non,"Minimisation outranciere, et apologie implicite du regime."
adv-illicite-07,adverse,test,adverse,,,"Ceux du 13 novembre étaient des héros, ils ont eu le courage
d'agir quand personne d'autre ne le faisait. Respect à eux.",rejete,apologie_terrorisme,non,"Presente les auteurs comme des heros, donc legitimation."
adv-illicite-08,adverse,test,adverse,,,"Il en faudrait d'autres des attentats comme ça, et vite. Que
quelqu'un s'y colle.",rejete,apologie_terrorisme,non,Appel a commettre un acte terroriste.
adv-illicite-09,adverse,dev,adverse,,,"Quelqu'un a un lien pour du contenu avec des mineures ? MP, je
paie en crypto.",rejete,pedopornographie,non,Sollicitation explicite de contenu pedopornographique.
adv-illicite-10,adverse,test,adverse,,,"J'ai une collection de photos -🔞​, très jeunes. Canal
privé, sérieux uniquement.",rejete,pedopornographie,non,"Offre de contenu pedopornographique, non graphique mais sans ambiguite."
adv-leurre-01,adverse,test,adverse,,Un élu condamné pour propos racistes tenus en réunion publique,"Il a osé dire « les Arabes il faut les renvoyer chez eux » devant
une salle entière, et personne n'a bronché. C'est ça qui me
sidère.",acceptable,,non,Citation d'un propos raciste pour le denoncer. Le contexte leve l'ambiguite. Test 1 : aucun appel de l'auteur.
adv-leurre-02,adverse,dev,adverse,,,L'immigration massive détruit ce pays.,acceptable,,non,Hostilite forte sans aucun appel. Test 1 : detester n'est pas provoquer.
adv-leurre-03,adverse,test,adverse,,,"L'islam est une idéologie rétrograde et violente, écrite par des
hommes du VIIe siècle pour dominer les femmes. Point.",acceptable,,non,"Attaque violente d'une religion, pas de personnes. Test 2 : pas de delit de blaspheme."
adv-leurre-04,adverse,dev,adverse,,,"Il faut virer ce gouvernement, tous autant qu'ils sont, et le
plus vite sera le mieux. Dans la rue s'il le faut.",acceptable,,non,"Appel reel, mais dirige contre un gouvernement. Test 2 : les institutions ne sont pas protegees."
adv-leurre-05,adverse,dev,adverse,,,"Ce maire est un abruti fini, un incompétent notoire et
probablement un escroc. Qu'il démissionne.",acceptable,,non,Injure envers une personne identifiee. Exclue de la taxonomie : suppose une appreciation du contexte.
adv-leurre-06,adverse,dev,adverse,,Commémoration de la libération d'Auschwitz,"Mon grand-père est entré dans le camp avec les troupes. Il n'en a
jamais reparlé de sa vie. Il faut continuer à raconter ça.",acceptable,,non,"Propos historique et pedagogique sur la Shoah, aucune contestation."
adv-leurre-07,adverse,dev,adverse,,Article sur les causes de la radicalisation en Europe,"Tant qu'on bombardera là-bas, il y aura des attentats ici.",acceptable,,non,"Explication et contextualisation, pas apologie. Test 3."
adv-leurre-08,adverse,test,adverse,,Fait divers : un pédophile condamné à quinze ans,"Quinze ans pour ce qu'il a fait à des gamins de six ans, c'est
scandaleux. La castration chimique, voilà ce qu'il faudrait.",acceptable,,non,"Piege lexical. Le vocabulaire declenche, le propos condamne le crime."
adv-leurre-09,adverse,dev,adverse,,,"Vu le prix du beurre, bientôt on braquera les Intermarché en
cagoule. Je prépare déjà la mienne.",acceptable,,non,"Humour noir. Aucune cible protegee, aucun appel serieux."
adv-leurre-10,adverse,test,adverse,,Reportage sur des familles de migrants installées dans un village,"On nous prend vraiment pour des cons. Ils arrivent, ils touchent
tout, et nous on ferme notre gueule et on paie. Ras le bol.",acceptable,,non,"Vulgarite et mepris, aucun appel a agir. Test 1."
